locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPPBIMDH_03136	CDS	834				hypothetical protein
OPPBIMDH_03137	CDS	798	nit1	3.5.1.128		Deaminated glutathione amidase
OPPBIMDH_03138	CDS	222				hypothetical protein
OPPBIMDH_03139	rRNA	1512				16S ribosomal RNA
OPPBIMDH_03140	CDS	1146				hypothetical protein
OPPBIMDH_03141	CDS	354				hypothetical protein
OPPBIMDH_03142	CDS	1656				hypothetical protein
OPPBIMDH_03143	CDS	1011	dppB_4		COG0601	Dipeptide transport system permease protein DppB
OPPBIMDH_03144	CDS	885	gsiD_3		COG1173	Glutathione transport system permease protein GsiD
OPPBIMDH_03145	CDS	2034			COG1123	putative ABC transporter ATP-binding protein
OPPBIMDH_03146	CDS	2052	apc3	6.4.1.8	COG0145	Acetophenone carboxylase gamma subunit
OPPBIMDH_03147	CDS	1689	apc4_1	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
OPPBIMDH_03148	CDS	1671	apc4_2	6.4.1.8	COG0146	Acetophenone carboxylase delta subunit
OPPBIMDH_03149	CDS	1266	hutI_2	3.5.2.7		Imidazolonepropionase
OPPBIMDH_03150	CDS	414				hypothetical protein
OPPBIMDH_03151	CDS	1005		1.3.1.103		2-haloacrylate reductase
OPPBIMDH_03152	CDS	330				hypothetical protein
OPPBIMDH_03153	CDS	999	fgd1_2	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase 1
OPPBIMDH_03154	CDS	1101				hypothetical protein
OPPBIMDH_03155	CDS	645	puuR			HTH-type transcriptional regulator PuuR
OPPBIMDH_03156	CDS	1014				hypothetical protein
OPPBIMDH_03157	CDS	339				hypothetical protein
OPPBIMDH_03158	CDS	822	ybhF_1		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
OPPBIMDH_03159	CDS	687				hypothetical protein
OPPBIMDH_03160	CDS	3138				hypothetical protein
OPPBIMDH_03161	CDS	747	drrB_2			Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB
OPPBIMDH_03162	CDS	942	drrA_3	3.6.3.-		Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
OPPBIMDH_03163	CDS	567				hypothetical protein
OPPBIMDH_03164	CDS	1089				hypothetical protein
OPPBIMDH_03165	CDS	990				hypothetical protein
OPPBIMDH_03166	CDS	426				hypothetical protein
OPPBIMDH_03167	CDS	3273				hypothetical protein
OPPBIMDH_03168	CDS	894				hypothetical protein
OPPBIMDH_03169	CDS	339				hypothetical protein
OPPBIMDH_03170	CDS	171				hypothetical protein
OPPBIMDH_03171	CDS	4407				hypothetical protein
OPPBIMDH_03172	CDS	6969				hypothetical protein
OPPBIMDH_03173	CDS	522				hypothetical protein
OPPBIMDH_03174	CDS	711				hypothetical protein
OPPBIMDH_03175	CDS	579				hypothetical protein
OPPBIMDH_03176	CDS	465				hypothetical protein
OPPBIMDH_03177	CDS	555	cdhR_3		COG4977	HTH-type transcriptional regulator CdhR
OPPBIMDH_03178	CDS	363				hypothetical protein
OPPBIMDH_03179	CDS	477				hypothetical protein
OPPBIMDH_03180	CDS	333				hypothetical protein
OPPBIMDH_03181	CDS	744				hypothetical protein
OPPBIMDH_03182	CDS	426				hypothetical protein
OPPBIMDH_03183	CDS	738				hypothetical protein
OPPBIMDH_03184	CDS	537				hypothetical protein
OPPBIMDH_03185	CDS	615	yyaP_2		COG0262	putative protein YyaP
OPPBIMDH_03186	CDS	897				hypothetical protein
OPPBIMDH_03187	CDS	537				hypothetical protein
OPPBIMDH_03188	CDS	546				hypothetical protein
OPPBIMDH_03189	CDS	528				hypothetical protein
OPPBIMDH_03190	CDS	495				hypothetical protein
OPPBIMDH_03191	CDS	330				hypothetical protein
OPPBIMDH_03192	CDS	414				hypothetical protein
OPPBIMDH_03193	CDS	615	sigW_2		COG1595	ECF RNA polymerase sigma factor SigW
OPPBIMDH_03194	CDS	912				hypothetical protein
OPPBIMDH_03195	CDS	954	aao_1	1.4.3.3	COG0665	putative D-amino-acid oxidase
OPPBIMDH_03196	CDS	378				hypothetical protein
OPPBIMDH_03197	CDS	231				hypothetical protein
OPPBIMDH_03198	CDS	189				hypothetical protein
OPPBIMDH_03199	CDS	213				hypothetical protein
OPPBIMDH_03200	CDS	927	lacC	2.7.1.144	COG1105	Tagatose-6-phosphate kinase
OPPBIMDH_03201	CDS	831	surE	3.1.3.5	COG0496	5'/3'-nucleotidase SurE
OPPBIMDH_03202	CDS	228				hypothetical protein
OPPBIMDH_03203	CDS	828	rutD_2	3.5.1.-		Putative aminoacrylate hydrolase RutD
OPPBIMDH_03204	CDS	1035	sigG_1		COG1595	ECF RNA polymerase sigma factor SigG
OPPBIMDH_03205	CDS	402				hypothetical protein
OPPBIMDH_03206	CDS	492				hypothetical protein
OPPBIMDH_03207	CDS	4398				hypothetical protein
OPPBIMDH_03208	CDS	570				hypothetical protein
OPPBIMDH_03209	CDS	3231				hypothetical protein
OPPBIMDH_03210	CDS	1047	tdh_2	1.1.1.103		L-threonine 3-dehydrogenase
OPPBIMDH_03211	CDS	729				hypothetical protein
OPPBIMDH_03212	CDS	504	sigE_5		COG1595	RNA polymerase sigma-E factor
OPPBIMDH_03213	CDS	795				hypothetical protein
OPPBIMDH_03214	CDS	903				hypothetical protein
OPPBIMDH_03215	CDS	606	prfB_2		COG1186	Peptide chain release factor RF2
OPPBIMDH_03216	CDS	1155	rtcB_1	6.5.1.-	COG1690	RNA-splicing ligase RtcB
OPPBIMDH_03217	CDS	759				hypothetical protein
OPPBIMDH_03218	CDS	978				hypothetical protein
OPPBIMDH_03219	CDS	1374				hypothetical protein
OPPBIMDH_03220	CDS	2262	katE	1.11.1.6	COG0753	Catalase HPII
OPPBIMDH_03221	CDS	663	npt_2	2.7.8.7		4'-phosphopantetheinyl transferase Npt
OPPBIMDH_03222	CDS	822				hypothetical protein
OPPBIMDH_03223	CDS	951	pip_1	3.4.11.5		Proline iminopeptidase
OPPBIMDH_03224	CDS	375				hypothetical protein
OPPBIMDH_03225	CDS	1470				hypothetical protein
OPPBIMDH_03226	CDS	963				hypothetical protein
OPPBIMDH_03227	CDS	828				hypothetical protein
OPPBIMDH_03228	CDS	1110				hypothetical protein
OPPBIMDH_03229	CDS	516				hypothetical protein
OPPBIMDH_03230	CDS	507				hypothetical protein
OPPBIMDH_03231	CDS	378				hypothetical protein
OPPBIMDH_03232	CDS	2079				hypothetical protein
OPPBIMDH_03233	CDS	687				hypothetical protein
OPPBIMDH_03234	CDS	693				hypothetical protein
OPPBIMDH_03235	CDS	927				hypothetical protein
OPPBIMDH_03236	CDS	207				hypothetical protein
OPPBIMDH_03237	CDS	384				hypothetical protein
OPPBIMDH_03238	CDS	630				hypothetical protein
OPPBIMDH_03239	CDS	858	rutD_3	3.5.1.-		Putative aminoacrylate hydrolase RutD
OPPBIMDH_03240	CDS	1332	mshA_7	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
OPPBIMDH_03241	CDS	1212	hmp_2	1.14.12.17		Flavohemoprotein
OPPBIMDH_03242	CDS	438	nsrR		COG1959	HTH-type transcriptional repressor NsrR
OPPBIMDH_03243	CDS	633	COQ5_3	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
OPPBIMDH_03244	CDS	1257				hypothetical protein
OPPBIMDH_03245	CDS	2115	gyrB_2	5.6.2.2	COG0187	DNA gyrase subunit B
OPPBIMDH_03246	CDS	2490	gyrA_2	5.6.2.2		DNA gyrase subunit A
OPPBIMDH_03247	CDS	1338	rutG		COG2233	Putative pyrimidine permease RutG
OPPBIMDH_03248	CDS	636				hypothetical protein
OPPBIMDH_03249	CDS	1326				hypothetical protein
OPPBIMDH_03250	CDS	1218				hypothetical protein
OPPBIMDH_03251	CDS	339				hypothetical protein
OPPBIMDH_03252	CDS	765				hypothetical protein
OPPBIMDH_03253	CDS	843				hypothetical protein
OPPBIMDH_03254	CDS	747	menH_4	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
OPPBIMDH_03255	CDS	1677				hypothetical protein
OPPBIMDH_03256	CDS	1503	bcs1			Bifunctional ribulose 5-phosphate reductase/CDP-ribitol pyrophosphorylase Bcs1
OPPBIMDH_03257	CDS	801	btuD_14	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
OPPBIMDH_03258	CDS	903				hypothetical protein
OPPBIMDH_03259	CDS	633				hypothetical protein
OPPBIMDH_03260	CDS	1107	desV	2.6.1.106		dTDP-3-amino-3,4,6-trideoxy-alpha-D-glucose transaminase
OPPBIMDH_03261	CDS	1026	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
OPPBIMDH_03262	CDS	1692				hypothetical protein
OPPBIMDH_03263	CDS	1644	mshA_8	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OPPBIMDH_03264	CDS	2124				hypothetical protein
OPPBIMDH_03265	CDS	1413				hypothetical protein
OPPBIMDH_03266	CDS	1086	wbpI	5.1.3.23	COG0381	UDP-2,3-diacetamido-2,3-dideoxy-D-glucuronate 2-epimerase
OPPBIMDH_03267	CDS	1911				hypothetical protein
OPPBIMDH_03268	CDS	1200				hypothetical protein
OPPBIMDH_03269	CDS	1569	mshA_9	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OPPBIMDH_03270	CDS	1569				hypothetical protein
OPPBIMDH_03271	CDS	1284	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
OPPBIMDH_03272	CDS	1746				hypothetical protein
OPPBIMDH_03273	CDS	543	wbpD	2.3.1.201	COG0110	UDP-2-acetamido-3-amino-2,3-dideoxy-D-glucuronate N-acetyltransferase
OPPBIMDH_03274	CDS	339				hypothetical protein
OPPBIMDH_03275	CDS	657	arlR		COG0745	Response regulator ArlR
OPPBIMDH_03276	CDS	1389	arlS	2.7.13.3		Signal transduction histidine-protein kinase ArlS
OPPBIMDH_03277	CDS	942				hypothetical protein
OPPBIMDH_03278	CDS	648				hypothetical protein
OPPBIMDH_03279	CDS	798				hypothetical protein
OPPBIMDH_03280	CDS	1605				hypothetical protein
OPPBIMDH_03281	CDS	972				hypothetical protein
OPPBIMDH_03282	CDS	2103	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
OPPBIMDH_03283	CDS	2121	glgE	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase
OPPBIMDH_03284	CDS	729	COQ3_3	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
OPPBIMDH_03285	CDS	1194	glgM	2.4.1.342	COG0438	Alpha-maltose-1-phosphate synthase
OPPBIMDH_03286	CDS	1233	glgC_2	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
OPPBIMDH_03287	CDS	1644	pgm	5.4.2.2	COG0033	Phosphoglucomutase
OPPBIMDH_03288	CDS	930	nadK	2.7.1.23		NAD kinase
OPPBIMDH_03289	CDS	729	cugP	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
OPPBIMDH_03290	CDS	939	tal_1	1.1.1.344		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))
OPPBIMDH_03291	CDS	1008	strE_2	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
OPPBIMDH_03292	CDS	1281				hypothetical protein
OPPBIMDH_03293	CDS	1299				hypothetical protein
OPPBIMDH_03294	CDS	1335				hypothetical protein
OPPBIMDH_03295	CDS	1221	mshA_10	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OPPBIMDH_03296	CDS	1209	mshA_11	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
OPPBIMDH_03297	CDS	1131	epsN	2.6.1.-	COG0399	Putative pyridoxal phosphate-dependent aminotransferase EpsN
OPPBIMDH_03298	CDS	1011				hypothetical protein
OPPBIMDH_03299	CDS	387				hypothetical protein
OPPBIMDH_03300	CDS	2454	yhgF		COG2183	Protein YhgF
OPPBIMDH_03301	CDS	1461				hypothetical protein
OPPBIMDH_03302	CDS	1512				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
OPPBIMDH_03303	CDS	645	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
OPPBIMDH_03304	CDS	702	epsL	2.-.-.-	COG2148	putative sugar transferase EpsL
OPPBIMDH_03305	CDS	1146			COG2220	putative protein
OPPBIMDH_03306	CDS	945				hypothetical protein
OPPBIMDH_03307	CDS	1185		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
OPPBIMDH_03308	CDS	573				hypothetical protein
OPPBIMDH_03309	CDS	1224	lcp_1	1.13.-.-		Rubber oxygenase
OPPBIMDH_03310	CDS	768	ycdF	1.1.1.47	COG1028	Glucose 1-dehydrogenase 2
OPPBIMDH_03311	CDS	1863		6.2.1.3	COG1022	Long-chain-fatty-acid--CoA ligase FadD15
OPPBIMDH_03312	CDS	972				hypothetical protein
OPPBIMDH_03313	CDS	1218	lcp_2	1.13.-.-		Rubber oxygenase
OPPBIMDH_03314	CDS	1164	mce3R_1			Transcriptional repressor Mce3R
OPPBIMDH_03315	CDS	1203	mce3R_2			Transcriptional repressor Mce3R
OPPBIMDH_03316	CDS	1215	fadA_5	2.3.1.-	COG0183	Putative acyltransferase
OPPBIMDH_03317	CDS	2148	fadJ_3		COG1024	Fatty acid oxidation complex subunit alpha
OPPBIMDH_03318	CDS	1152	mmgC_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OPPBIMDH_03319	CDS	1491	ald_2	1.2.99.10		4,4'-diapolycopene aldehyde oxidase
OPPBIMDH_03320	CDS	681	mcbR_1		COG1802	HTH-type transcriptional regulator McbR
OPPBIMDH_03321	CDS	807		4.2.1.17	COG1024	putative enoyl-CoA hydratase echA12
OPPBIMDH_03322	CDS	1161	uctC_1	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
OPPBIMDH_03323	CDS	1029		1.-.-.-		Putative coenzyme F420-dependent oxidoreductase
OPPBIMDH_03324	CDS	1134	mmgC_5	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OPPBIMDH_03325	CDS	708				putative HTH-type transcriptional regulator
OPPBIMDH_03326	CDS	753	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
OPPBIMDH_03327	CDS	1935	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
OPPBIMDH_03328	CDS	633				hypothetical protein
OPPBIMDH_03329	CDS	933	gltC_1			HTH-type transcriptional regulator GltC
OPPBIMDH_03330	CDS	579				hypothetical protein
OPPBIMDH_03331	CDS	492				hypothetical protein
OPPBIMDH_03332	CDS	3996				hypothetical protein
OPPBIMDH_03333	CDS	474				hypothetical protein
OPPBIMDH_03334	CDS	360				hypothetical protein
OPPBIMDH_03335	CDS	945				hypothetical protein
OPPBIMDH_03336	CDS	1047	yfiZ		COG0609	putative siderophore transport system permease protein YfiZ
OPPBIMDH_03337	CDS	1155	yfhA		COG0609	putative siderophore transport system permease protein YfhA
OPPBIMDH_03338	CDS	858	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
OPPBIMDH_03339	CDS	945	yfiY		COG0614	putative siderophore-binding lipoprotein YfiY
OPPBIMDH_03340	CDS	1260	mntH_1		COG1914	Divalent metal cation transporter MntH
OPPBIMDH_03341	CDS	648				hypothetical protein
OPPBIMDH_03342	tRNA	71				tRNA-Glu(ctc)
OPPBIMDH_03343	CDS	2505				hypothetical protein
OPPBIMDH_03344	CDS	687	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
OPPBIMDH_03345	CDS	567				hypothetical protein
OPPBIMDH_03346	CDS	993				hypothetical protein
OPPBIMDH_03347	CDS	315	mhuD	1.14.99.57	COG2329	Heme oxygenase (mycobilin-producing)
OPPBIMDH_03348	CDS	798	xthA	3.1.11.2	COG0708	Exodeoxyribonuclease III
OPPBIMDH_03349	CDS	921				hypothetical protein
OPPBIMDH_03350	CDS	852				hypothetical protein
OPPBIMDH_03351	CDS	147				hypothetical protein
OPPBIMDH_03352	CDS	744				hypothetical protein
OPPBIMDH_03353	CDS	855				hypothetical protein
OPPBIMDH_03354	CDS	594				hypothetical protein
OPPBIMDH_03355	CDS	264				hypothetical protein
OPPBIMDH_03356	CDS	1413	gabD1	1.2.1.79	COG1012	Succinate-semialdehyde dehydrogenase [NADP(+)] 1
OPPBIMDH_03357	CDS	966	fgd1_3	1.1.98.2	COG2141	F420-dependent glucose-6-phosphate dehydrogenase
OPPBIMDH_03358	CDS	1581	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
OPPBIMDH_03359	CDS	258				hypothetical protein
OPPBIMDH_03360	CDS	534				hypothetical protein
OPPBIMDH_03361	CDS	1248				hypothetical protein
OPPBIMDH_03362	CDS	522				hypothetical protein
OPPBIMDH_03363	CDS	321	mmr		COG2076	Multidrug resistance protein Mmr
OPPBIMDH_03364	CDS	2607	cel1	3.2.1.4		Cellulase 1
OPPBIMDH_03365	CDS	726	pstP_3	3.1.3.16	COG0631	PP2C-family Ser/Thr phosphatase
OPPBIMDH_03366	CDS	2610	hrpB	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpB
OPPBIMDH_03367	CDS	822	sigF_1		COG1191	RNA polymerase sigma factor SigF
OPPBIMDH_03368	CDS	738				hypothetical protein
OPPBIMDH_03369	CDS	1590	clsB	2.7.8.-		Cardiolipin synthase B
OPPBIMDH_03370	CDS	126				hypothetical protein
OPPBIMDH_03371	CDS	987				hypothetical protein
OPPBIMDH_03372	CDS	483				hypothetical protein
OPPBIMDH_03373	CDS	585				hypothetical protein
OPPBIMDH_03374	CDS	588				hypothetical protein
OPPBIMDH_03375	CDS	1827		3.2.1.28	COG3387	Trehalase
OPPBIMDH_03376	CDS	675				hypothetical protein
OPPBIMDH_03377	CDS	1917				hypothetical protein
OPPBIMDH_03378	CDS	660	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
OPPBIMDH_03379	CDS	426				hypothetical protein
OPPBIMDH_03380	CDS	501				hypothetical protein
OPPBIMDH_03381	CDS	225				hypothetical protein
OPPBIMDH_03382	CDS	1017		1.6.3.5	COG3380	Renalase
OPPBIMDH_03383	CDS	1290	nhaP2			K(+)/H(+) antiporter NhaP2
OPPBIMDH_03384	CDS	678	gph_4	3.1.3.18	COG0546	Phosphoglycolate phosphatase
OPPBIMDH_03385	CDS	2154				hypothetical protein
OPPBIMDH_03386	CDS	861				hypothetical protein
OPPBIMDH_03387	CDS	525				hypothetical protein
OPPBIMDH_03388	CDS	447				hypothetical protein
OPPBIMDH_03389	CDS	213				hypothetical protein
OPPBIMDH_03390	CDS	339				hypothetical protein
OPPBIMDH_03391	CDS	462				hypothetical protein
OPPBIMDH_03392	CDS	417				hypothetical protein
OPPBIMDH_03393	CDS	1023				hypothetical protein
OPPBIMDH_03394	CDS	405				hypothetical protein
OPPBIMDH_03395	CDS	1434	betB_1	1.2.1.8	COG1012	NAD/NADP-dependent betaine aldehyde dehydrogenase
OPPBIMDH_03396	CDS	1593				hypothetical protein
OPPBIMDH_03397	CDS	768		2.4.1.54		Undecaprenyl-phosphate mannosyltransferase
OPPBIMDH_03398	CDS	447				hypothetical protein
OPPBIMDH_03399	CDS	1665	hisB_1	3.1.3.15		Histidine biosynthesis bifunctional protein HisB
OPPBIMDH_03400	CDS	975				hypothetical protein
OPPBIMDH_03401	CDS	1218	mshA_12	2.4.1.250	COG0438	D-inositol 3-phosphate glycosyltransferase
OPPBIMDH_03402	CDS	693	gmhA	5.3.1.28		Phosphoheptose isomerase
OPPBIMDH_03403	CDS	1491	hldE_2		COG2870	Bifunctional protein HldE
OPPBIMDH_03404	CDS	702		1.-.-.-		putative oxidoreductase
OPPBIMDH_03405	CDS	960				hypothetical protein
OPPBIMDH_03406	CDS	990				hypothetical protein
OPPBIMDH_03407	CDS	1044	rhaR_4			HTH-type transcriptional activator RhaR
OPPBIMDH_03408	CDS	504				hypothetical protein
OPPBIMDH_03409	CDS	1632	srmB	3.6.4.13		ATP-dependent RNA helicase SrmB
OPPBIMDH_03410	CDS	123				hypothetical protein
OPPBIMDH_03411	CDS	1557	nagZ_1	3.2.1.52		Beta-hexosaminidase
OPPBIMDH_03412	CDS	288				hypothetical protein
OPPBIMDH_03413	CDS	1227			COG0520	putative protein
OPPBIMDH_03414	CDS	360				hypothetical protein
OPPBIMDH_03415	CDS	822				hypothetical protein
OPPBIMDH_03416	CDS	1197				hypothetical protein
OPPBIMDH_03417	CDS	435				hypothetical protein
OPPBIMDH_03418	CDS	342				hypothetical protein
OPPBIMDH_03419	CDS	273				hypothetical protein
OPPBIMDH_03420	CDS	204	cspA_2		COG1278	putative cold shock protein A
OPPBIMDH_03421	CDS	192				hypothetical protein
OPPBIMDH_03422	CDS	984	iolS	1.1.1.-	COG0667	Aldo-keto reductase IolS
OPPBIMDH_03423	CDS	792	tam_2	2.1.1.144	COG4106	putative trans-aconitate 2-methyltransferase
OPPBIMDH_03424	CDS	1026	add2	3.5.4.40	COG1816	Aminodeoxyfutalosine deaminase
OPPBIMDH_03425	CDS	1287				hypothetical protein
OPPBIMDH_03426	CDS	690	afsQ1			Transcriptional regulatory protein AfsQ1
OPPBIMDH_03427	CDS	930	tri1	3.2.2.19	COG1397	ADP-ribosylarginine hydrolase Tri1
OPPBIMDH_03428	CDS	969				hypothetical protein
OPPBIMDH_03429	CDS	2022	thrS_2	6.1.1.3	COG0441	Threonine--tRNA ligase
OPPBIMDH_03430	CDS	561		2.7.7.53	COG0537	AP-4-A phosphorylase
OPPBIMDH_03431	CDS	702				hypothetical protein
OPPBIMDH_03432	CDS	1101	egtE	4.4.-.-		hercynylcysteine sulfoxide lyase
OPPBIMDH_03433	CDS	1173	acdA_4	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
OPPBIMDH_03434	CDS	654	tetR_3			Tetracycline repressor protein class E
OPPBIMDH_03435	CDS	1443	ald_3	1.2.1.83		3-succinoylsemialdehyde-pyridine dehydrogenase
OPPBIMDH_03436	CDS	1077		1.1.1.306		S-(hydroxymethyl)mycothiol dehydrogenase
OPPBIMDH_03437	CDS	816	lptB_2	3.6.3.-	COG1137	Lipopolysaccharide export system ATP-binding protein LptB
OPPBIMDH_03438	CDS	693	livF_2		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
OPPBIMDH_03439	CDS	1233				hypothetical protein
OPPBIMDH_03440	CDS	882	livH_2		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
OPPBIMDH_03441	CDS	1086				hypothetical protein
OPPBIMDH_03442	CDS	645				hypothetical protein
OPPBIMDH_03443	CDS	558				hypothetical protein
OPPBIMDH_03444	CDS	1062	auaG_1	1.14.13.222		Aurachin C monooxygenase/isomerase
OPPBIMDH_03445	CDS	1566	qacA_1		COG0477	Antiseptic resistance protein
OPPBIMDH_03446	CDS	609				hypothetical protein
OPPBIMDH_03447	CDS	1920				hypothetical protein
OPPBIMDH_03448	CDS	783	bdhA	1.1.1.30		D-beta-hydroxybutyrate dehydrogenase
OPPBIMDH_03449	CDS	528	ruvC	3.1.22.4	COG0817	Crossover junction endodeoxyribonuclease RuvC
OPPBIMDH_03450	CDS	603	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
OPPBIMDH_03451	CDS	1065	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
OPPBIMDH_03452	CDS	291				hypothetical protein
OPPBIMDH_03453	CDS	1893	secD		COG0342	Protein translocase subunit SecD
OPPBIMDH_03454	CDS	1188	secF		COG0341	Protein translocase subunit SecF
OPPBIMDH_03455	CDS	579	apt_2	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
OPPBIMDH_03456	CDS	2472	relA_1		COG0317	Bifunctional (p)ppGpp synthase/hydrolase RelA
OPPBIMDH_03457	CDS	840	ppiB	5.2.1.8	COG0652	putative peptidyl-prolyl cis-trans isomerase B
OPPBIMDH_03458	CDS	870				hypothetical protein
OPPBIMDH_03459	CDS	714		3.-.-.-		putative protein
OPPBIMDH_03460	CDS	1341	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
OPPBIMDH_03461	CDS	930	desA1	1.14.19.-		Putative acyl-[acyl-carrier-protein] desaturase DesA1
OPPBIMDH_03462	CDS	501				hypothetical protein
OPPBIMDH_03463	CDS	477			COG1733	putative HTH-type transcriptional regulator
OPPBIMDH_03464	CDS	1050				hypothetical protein
OPPBIMDH_03465	CDS	732				hypothetical protein
OPPBIMDH_03466	CDS	1806	aspS	6.1.1.23	COG0173	Aspartate--tRNA(Asp/Asn) ligase
OPPBIMDH_03467	CDS	810	rmlD	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
OPPBIMDH_03468	CDS	615				hypothetical protein
OPPBIMDH_03469	CDS	1350				hypothetical protein
OPPBIMDH_03470	CDS	741	mshD_7	2.3.1.189		Mycothiol acetyltransferase
OPPBIMDH_03471	CDS	213				hypothetical protein
OPPBIMDH_03472	CDS	1491			COG2256	putative AAA domain-containing protein
OPPBIMDH_03473	CDS	2085				hypothetical protein
OPPBIMDH_03474	CDS	846				hypothetical protein
OPPBIMDH_03475	CDS	618				hypothetical protein
OPPBIMDH_03476	CDS	462				hypothetical protein
OPPBIMDH_03477	CDS	306				hypothetical protein
OPPBIMDH_03478	CDS	2682	alaS_2	6.1.1.7	COG0013	Alanine--tRNA ligase
OPPBIMDH_03479	CDS	306				hypothetical protein
OPPBIMDH_03480	CDS	462		3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
OPPBIMDH_03481	CDS	1206	mltG	4.2.2.-		Endolytic murein transglycosylase
OPPBIMDH_03482	CDS	819	aroE	1.1.1.25	COG0169	Shikimate dehydrogenase (NADP(+))
OPPBIMDH_03483	CDS	1128	aroC	4.2.3.5	COG0082	Chorismate synthase
OPPBIMDH_03484	CDS	510	aroK	2.7.1.71	COG0703	Shikimate kinase
OPPBIMDH_03485	CDS	807			COG3336	putative protein
OPPBIMDH_03486	CDS	543				hypothetical protein
OPPBIMDH_03487	CDS	1077	aroB_1	4.2.3.4	COG0337	3-dehydroquinate synthase
OPPBIMDH_03488	CDS	441	aroQ_1	4.2.1.10	COG0757	3-dehydroquinate dehydratase
OPPBIMDH_03489	CDS	558	efp		COG0231	Elongation factor P
OPPBIMDH_03490	CDS	435	nusB		COG0781	Transcription antitermination protein NusB
OPPBIMDH_03491	CDS	489				hypothetical protein
OPPBIMDH_03492	CDS	585	pyrR		COG2065	Bifunctional protein PyrR
OPPBIMDH_03493	CDS	927	pyrB	2.1.3.2	COG0540	Aspartate carbamoyltransferase
OPPBIMDH_03494	CDS	1278	pyrC	3.5.2.3	COG0044	Dihydroorotase
OPPBIMDH_03495	CDS	1173	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
OPPBIMDH_03496	CDS	3348	carB_2	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
OPPBIMDH_03497	CDS	171				hypothetical protein
OPPBIMDH_03498	CDS	150				hypothetical protein
OPPBIMDH_03499	CDS	1032	pyrD	1.3.5.2	COG0167	Dihydroorotate dehydrogenase (quinone)
OPPBIMDH_03500	CDS	936				hypothetical protein
OPPBIMDH_03501	CDS	501	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
OPPBIMDH_03502	CDS	843	pyrF	4.1.1.23	COG0284	Orotidine 5'-phosphate decarboxylase
OPPBIMDH_03503	CDS	318				hypothetical protein
OPPBIMDH_03504	CDS	552	gmk	2.7.4.8		Guanylate kinase
OPPBIMDH_03505	CDS	267	rpoZ	2.7.7.6	COG1758	DNA-directed RNA polymerase subunit omega
