locus_tag	ftype	length_bp	gene	EC_number	COG	product
ONHDLDEL_04759	CDS	129				hypothetical protein
ONHDLDEL_04760	CDS	798				hypothetical protein
ONHDLDEL_04761	CDS	447				hypothetical protein
ONHDLDEL_04762	CDS	357				hypothetical protein
ONHDLDEL_04763	CDS	489				hypothetical protein
ONHDLDEL_04764	CDS	153				hypothetical protein
ONHDLDEL_04765	CDS	288				hypothetical protein
ONHDLDEL_04766	CDS	144				hypothetical protein
ONHDLDEL_04767	CDS	342			COG2442	Putative antitoxin VapB45
ONHDLDEL_04768	CDS	177				hypothetical protein
ONHDLDEL_04769	CDS	258				hypothetical protein
ONHDLDEL_04770	CDS	252				hypothetical protein
ONHDLDEL_04771	CDS	132				hypothetical protein
ONHDLDEL_04772	CDS	114				hypothetical protein
ONHDLDEL_04773	CDS	420				hypothetical protein
ONHDLDEL_04774	CDS	354				hypothetical protein
ONHDLDEL_04775	CDS	225				hypothetical protein
ONHDLDEL_04776	CDS	210				hypothetical protein
ONHDLDEL_04777	CDS	504				IS110 family transposase ISMysp1
ONHDLDEL_04778	CDS	786				hypothetical protein
ONHDLDEL_04779	CDS	396				hypothetical protein
ONHDLDEL_04780	CDS	471	xerC_2			Tyrosine recombinase XerC
ONHDLDEL_04781	CDS	795				hypothetical protein
ONHDLDEL_04782	CDS	636				hypothetical protein
ONHDLDEL_04783	CDS	459				hypothetical protein
ONHDLDEL_04784	CDS	807				hypothetical protein
ONHDLDEL_04785	CDS	246				hypothetical protein
ONHDLDEL_04786	CDS	1185				hypothetical protein
ONHDLDEL_04787	CDS	150				hypothetical protein
ONHDLDEL_04788	CDS	528				hypothetical protein
ONHDLDEL_04789	CDS	252				hypothetical protein
ONHDLDEL_04790	CDS	285				hypothetical protein
ONHDLDEL_04791	CDS	153				hypothetical protein
ONHDLDEL_04792	CDS	141				hypothetical protein
ONHDLDEL_04793	CDS	234				hypothetical protein
ONHDLDEL_04794	CDS	267				hypothetical protein
ONHDLDEL_04795	CDS	240				hypothetical protein
ONHDLDEL_04796	CDS	123				hypothetical protein
ONHDLDEL_04797	CDS	477		6.2.1.-	COG0318	Long-chain-fatty-acid--AMP ligase FadD32
ONHDLDEL_04798	CDS	252				hypothetical protein
ONHDLDEL_04799	CDS	429				hypothetical protein
ONHDLDEL_04800	CDS	228				hypothetical protein
ONHDLDEL_04801	CDS	174				hypothetical protein
ONHDLDEL_04802	CDS	585				hypothetical protein
ONHDLDEL_04803	CDS	402	ramC	2.7.-.-	COG0515	putative SapB synthase
ONHDLDEL_04804	CDS	333				hypothetical protein
ONHDLDEL_04805	CDS	258				hypothetical protein
ONHDLDEL_04806	CDS	105				hypothetical protein
ONHDLDEL_04807	CDS	771				hypothetical protein
ONHDLDEL_04808	CDS	912	btuD_16	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_04809	CDS	279				hypothetical protein
ONHDLDEL_04810	CDS	375				hypothetical protein
ONHDLDEL_04811	CDS	219				hypothetical protein
ONHDLDEL_04812	CDS	369	ramB		COG1132	ABC transporter ATP-binding protein RamB
ONHDLDEL_04813	CDS	558				hypothetical protein
ONHDLDEL_04814	CDS	570				hypothetical protein
ONHDLDEL_04815	CDS	297				hypothetical protein
ONHDLDEL_04816	CDS	120				hypothetical protein
ONHDLDEL_04817	CDS	771				hypothetical protein
ONHDLDEL_04818	CDS	396				hypothetical protein
ONHDLDEL_04819	CDS	402				hypothetical protein
ONHDLDEL_04820	CDS	369				hypothetical protein
ONHDLDEL_04821	CDS	405				hypothetical protein
ONHDLDEL_04822	CDS	729				hypothetical protein
ONHDLDEL_04823	CDS	171				hypothetical protein
ONHDLDEL_04824	CDS	144				hypothetical protein
ONHDLDEL_04825	CDS	537				hypothetical protein
ONHDLDEL_04826	CDS	156				hypothetical protein
ONHDLDEL_04827	CDS	99				hypothetical protein
ONHDLDEL_04828	CDS	498				hypothetical protein
ONHDLDEL_04829	CDS	468				hypothetical protein
ONHDLDEL_04830	CDS	132				hypothetical protein
ONHDLDEL_04831	CDS	540				hypothetical protein
ONHDLDEL_04832	CDS	177				hypothetical protein
ONHDLDEL_04833	CDS	822				hypothetical protein
ONHDLDEL_04834	CDS	588				hypothetical protein
ONHDLDEL_04835	CDS	447				hypothetical protein
ONHDLDEL_04836	CDS	156				hypothetical protein
ONHDLDEL_04837	CDS	270				hypothetical protein
ONHDLDEL_04838	CDS	612				hypothetical protein
ONHDLDEL_04839	CDS	282				hypothetical protein
ONHDLDEL_04840	CDS	186				hypothetical protein
ONHDLDEL_04841	CDS	321				hypothetical protein
ONHDLDEL_04842	CDS	279				hypothetical protein
ONHDLDEL_04843	CDS	318				hypothetical protein
ONHDLDEL_04844	CDS	273				hypothetical protein
ONHDLDEL_04845	CDS	189				hypothetical protein
ONHDLDEL_04846	CDS	408				hypothetical protein
ONHDLDEL_04847	CDS	636				hypothetical protein
ONHDLDEL_04848	CDS	321				hypothetical protein
ONHDLDEL_04849	CDS	138				hypothetical protein
ONHDLDEL_04850	CDS	1305				hypothetical protein
ONHDLDEL_04851	CDS	492				hypothetical protein
ONHDLDEL_04852	CDS	1059				hypothetical protein
ONHDLDEL_04853	CDS	1119				hypothetical protein
ONHDLDEL_04854	CDS	822				hypothetical protein
ONHDLDEL_04855	CDS	1962				hypothetical protein
ONHDLDEL_04856	CDS	930				hypothetical protein
ONHDLDEL_04857	CDS	330				hypothetical protein
ONHDLDEL_04858	CDS	903				hypothetical protein
ONHDLDEL_04859	CDS	288				hypothetical protein
ONHDLDEL_04860	CDS	231				hypothetical protein
ONHDLDEL_04861	CDS	93				hypothetical protein
ONHDLDEL_04862	CDS	462				hypothetical protein
ONHDLDEL_04863	CDS	198				hypothetical protein
ONHDLDEL_04864	CDS	378				IS701 family transposase ISSav2
ONHDLDEL_04865	CDS	537				IS701 family transposase ISCARN75
ONHDLDEL_04866	CDS	465				hypothetical protein
ONHDLDEL_04867	CDS	282				hypothetical protein
ONHDLDEL_04868	CDS	627				hypothetical protein
ONHDLDEL_04869	CDS	603				hypothetical protein
ONHDLDEL_04870	CDS	711				hypothetical protein
ONHDLDEL_04871	CDS	375				hypothetical protein
ONHDLDEL_04872	CDS	576				hypothetical protein
ONHDLDEL_04873	CDS	330				hypothetical protein
ONHDLDEL_04874	CDS	537	nfuA			Fe/S biogenesis protein NfuA
ONHDLDEL_04875	CDS	507	feoB_1		COG0370	Fe(2+) transporter FeoB
ONHDLDEL_04876	CDS	588	feoB_2		COG0370	Fe(2+) transporter FeoB
ONHDLDEL_04877	CDS	120				hypothetical protein
ONHDLDEL_04878	CDS	291				hypothetical protein
ONHDLDEL_04879	CDS	570	tcrA_1		COG0745	Transcriptional regulatory protein TcrA
ONHDLDEL_04880	CDS	198	tcrA_2		COG0745	Transcriptional regulatory protein TcrA
ONHDLDEL_04881	CDS	1038				hypothetical protein
ONHDLDEL_04882	CDS	357	walK	2.7.13.3		Sensor histidine kinase WalK
ONHDLDEL_04883	CDS	366	bcrC	3.6.1.27	COG0671	Undecaprenyl-diphosphatase BcrC
ONHDLDEL_04884	CDS	186				hypothetical protein
ONHDLDEL_04885	CDS	567				hypothetical protein
ONHDLDEL_04886	CDS	135				hypothetical protein
ONHDLDEL_04887	CDS	198				hypothetical protein
ONHDLDEL_04888	CDS	318				hypothetical protein
ONHDLDEL_04889	CDS	516				hypothetical protein
ONHDLDEL_04890	CDS	555				hypothetical protein
ONHDLDEL_04891	CDS	519				hypothetical protein
ONHDLDEL_04892	CDS	312				hypothetical protein
ONHDLDEL_04893	tRNA	75				tRNA-Arg(cct)
ONHDLDEL_04894	CDS	324				hypothetical protein
ONHDLDEL_04895	CDS	357				hypothetical protein
ONHDLDEL_04896	CDS	279				hypothetical protein
ONHDLDEL_04897	CDS	762				hypothetical protein
ONHDLDEL_04898	CDS	1638		3.2.1.58		Exo-beta-1,3-glucanase
ONHDLDEL_04899	CDS	1206	clpP_2	3.4.21.92		ATP-dependent Clp protease proteolytic subunit
ONHDLDEL_04900	CDS	591				hypothetical protein
ONHDLDEL_04901	CDS	297				hypothetical protein
ONHDLDEL_04902	CDS	897				hypothetical protein
ONHDLDEL_04903	CDS	228				hypothetical protein
ONHDLDEL_04904	CDS	276				hypothetical protein
ONHDLDEL_04905	CDS	330	azoR1	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase 1
ONHDLDEL_04906	CDS	336	azoR	1.7.1.17		FMN-dependent NADH-azoreductase
ONHDLDEL_04907	CDS	1032	korB	1.2.7.3	COG1013	2-oxoglutarate oxidoreductase subunit KorB
ONHDLDEL_04908	CDS	1839	korA	1.2.7.3	COG0674	2-oxoglutarate oxidoreductase subunit KorA
ONHDLDEL_04909	CDS	102				hypothetical protein
ONHDLDEL_04910	CDS	615				hypothetical protein
ONHDLDEL_04911	CDS	243				hypothetical protein
ONHDLDEL_04912	CDS	324	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
ONHDLDEL_04913	CDS	810	folP2		COG0294	Inactive dihydropteroate synthase 2
ONHDLDEL_04914	CDS	195				hypothetical protein
ONHDLDEL_04915	CDS	207				hypothetical protein
ONHDLDEL_04916	CDS	477				hypothetical protein
ONHDLDEL_04917	CDS	153				hypothetical protein
ONHDLDEL_04918	CDS	165				hypothetical protein
ONHDLDEL_04919	CDS	468	tag	3.2.2.20	COG2818	DNA-3-methyladenine glycosylase 1
ONHDLDEL_04920	CDS	624				hypothetical protein
ONHDLDEL_04921	CDS	405	bacC	1.1.1.385		Dihydroanticapsin 7-dehydrogenase
ONHDLDEL_04922	CDS	474				hypothetical protein
ONHDLDEL_04923	CDS	213				hypothetical protein
ONHDLDEL_04924	CDS	531				hypothetical protein
ONHDLDEL_04925	CDS	135				hypothetical protein
ONHDLDEL_04926	CDS	168				hypothetical protein
ONHDLDEL_04927	CDS	522	pepA_3	3.4.11.10		cytosol aminopeptidase
ONHDLDEL_04928	CDS	171	pepA_4	3.4.11.10		cytosol aminopeptidase
ONHDLDEL_04929	CDS	282		2.1.1.-	COG4122	Putative O-methyltransferase
ONHDLDEL_04930	CDS	114				hypothetical protein
ONHDLDEL_04931	CDS	240				hypothetical protein
ONHDLDEL_04932	CDS	165				hypothetical protein
ONHDLDEL_04933	CDS	510				hypothetical protein
ONHDLDEL_04934	CDS	156				hypothetical protein
ONHDLDEL_04935	CDS	414	tatB			Sec-independent protein translocase protein TatB
ONHDLDEL_04936	CDS	99				hypothetical protein
ONHDLDEL_04937	CDS	357	mrp_1		COG0489	Iron-sulfur cluster carrier protein
ONHDLDEL_04938	CDS	849	mrp_2		COG0489	Iron-sulfur cluster carrier protein
ONHDLDEL_04939	CDS	603				hypothetical protein
ONHDLDEL_04940	CDS	639			COG2239	Magnesium transporter MgtE
ONHDLDEL_04941	CDS	252				hypothetical protein
ONHDLDEL_04942	CDS	666	yddE_1	5.1.-.-	COG0384	putative isomerase YddE
ONHDLDEL_04943	CDS	534				hypothetical protein
ONHDLDEL_04944	CDS	693				hypothetical protein
ONHDLDEL_04945	CDS	483				hypothetical protein
ONHDLDEL_04946	CDS	363				hypothetical protein
ONHDLDEL_04947	CDS	627				hypothetical protein
ONHDLDEL_04948	CDS	273	kimA_1		COG0531	Potassium transporter KimA
ONHDLDEL_04949	CDS	339				hypothetical protein
ONHDLDEL_04950	CDS	420				hypothetical protein
ONHDLDEL_04951	CDS	162				hypothetical protein
ONHDLDEL_04952	CDS	174				hypothetical protein
ONHDLDEL_04953	CDS	474				hypothetical protein
ONHDLDEL_04954	CDS	339				hypothetical protein
ONHDLDEL_04955	CDS	2055				hypothetical protein
ONHDLDEL_04956	CDS	963				hypothetical protein
ONHDLDEL_04957	CDS	402				hypothetical protein
ONHDLDEL_04958	CDS	1227	mcd	1.3.8.12	COG1960	(2S)-methylsuccinyl-CoA dehydrogenase
ONHDLDEL_04959	CDS	876				hypothetical protein
ONHDLDEL_04960	CDS	423	yccU		COG1832	putative protein YccU
ONHDLDEL_04961	CDS	423				hypothetical protein
ONHDLDEL_04962	CDS	1098				hypothetical protein
ONHDLDEL_04963	CDS	2091				hypothetical protein
ONHDLDEL_04964	CDS	513				hypothetical protein
ONHDLDEL_04965	CDS	639				hypothetical protein
ONHDLDEL_04966	CDS	342	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
ONHDLDEL_04967	CDS	159				hypothetical protein
ONHDLDEL_04968	CDS	447				hypothetical protein
ONHDLDEL_04969	CDS	117				hypothetical protein
ONHDLDEL_04970	CDS	336				hypothetical protein
ONHDLDEL_04971	CDS	264				hypothetical protein
ONHDLDEL_04972	CDS	99				hypothetical protein
ONHDLDEL_04973	CDS	330				hypothetical protein
ONHDLDEL_04974	CDS	339				hypothetical protein
ONHDLDEL_04975	CDS	165				hypothetical protein
ONHDLDEL_04976	CDS	306				hypothetical protein
ONHDLDEL_04977	CDS	234				hypothetical protein
ONHDLDEL_04978	CDS	528				hypothetical protein
ONHDLDEL_04979	CDS	534				hypothetical protein
ONHDLDEL_04980	CDS	231				hypothetical protein
ONHDLDEL_04981	CDS	381				hypothetical protein
ONHDLDEL_04982	CDS	120				hypothetical protein
ONHDLDEL_04983	CDS	186				hypothetical protein
ONHDLDEL_04984	CDS	234				hypothetical protein
ONHDLDEL_04985	CDS	249				hypothetical protein
ONHDLDEL_04986	CDS	528				hypothetical protein
ONHDLDEL_04987	CDS	339				hypothetical protein
ONHDLDEL_04988	CDS	561				hypothetical protein
ONHDLDEL_04989	CDS	141				hypothetical protein
ONHDLDEL_04990	CDS	108				hypothetical protein
ONHDLDEL_04991	CDS	492				hypothetical protein
ONHDLDEL_04992	CDS	681	gtaB	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
ONHDLDEL_04993	CDS	129				hypothetical protein
ONHDLDEL_04994	CDS	306				hypothetical protein
ONHDLDEL_04995	CDS	1056	moeA1	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase 1
ONHDLDEL_04996	CDS	642	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
ONHDLDEL_04997	CDS	774				hypothetical protein
ONHDLDEL_04998	tRNA	76				tRNA-Ala(cgc)
ONHDLDEL_04999	CDS	351				hypothetical protein
ONHDLDEL_05000	CDS	543				hypothetical protein
ONHDLDEL_05001	CDS	198				hypothetical protein
ONHDLDEL_05002	CDS	477				hypothetical protein
ONHDLDEL_05003	CDS	324			COG0640	HTH-type transcriptional regulator
ONHDLDEL_05004	CDS	594				hypothetical protein
ONHDLDEL_05005	CDS	828				hypothetical protein
ONHDLDEL_05006	CDS	165				hypothetical protein
ONHDLDEL_05007	CDS	183				hypothetical protein
ONHDLDEL_05008	CDS	381	mhpA_1	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
ONHDLDEL_05009	CDS	366	mhpA_2	1.14.13.127		3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic acid hydroxylase
ONHDLDEL_05010	CDS	267				hypothetical protein
ONHDLDEL_05011	CDS	966	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
ONHDLDEL_05012	CDS	333				hypothetical protein
ONHDLDEL_05013	CDS	240				hypothetical protein
ONHDLDEL_05014	CDS	291				hypothetical protein
ONHDLDEL_05015	CDS	198				hypothetical protein
ONHDLDEL_05016	CDS	171				hypothetical protein
ONHDLDEL_05017	CDS	195				hypothetical protein
ONHDLDEL_05018	CDS	1584				hypothetical protein
ONHDLDEL_05019	CDS	906				hypothetical protein
ONHDLDEL_05020	CDS	624				hypothetical protein
ONHDLDEL_05021	CDS	192				hypothetical protein
ONHDLDEL_05022	CDS	717				hypothetical protein
ONHDLDEL_05023	CDS	1047				hypothetical protein
ONHDLDEL_05024	CDS	621	npt	2.7.8.7		4'-phosphopantetheinyl transferase Npt
ONHDLDEL_05025	CDS	276				hypothetical protein
ONHDLDEL_05026	CDS	789				hypothetical protein
ONHDLDEL_05027	CDS	555				hypothetical protein
ONHDLDEL_05028	CDS	216				hypothetical protein
ONHDLDEL_05029	CDS	324				hypothetical protein
ONHDLDEL_05030	CDS	1320	pmt	2.4.1.109	COG1928	putative dolichyl-phosphate-mannose--protein mannosyltransferase
ONHDLDEL_05031	CDS	702				hypothetical protein
ONHDLDEL_05032	CDS	666	rsmI	2.1.1.198		Ribosomal RNA small subunit methyltransferase I
ONHDLDEL_05033	CDS	702				hypothetical protein
ONHDLDEL_05034	CDS	411				hypothetical protein
ONHDLDEL_05035	CDS	690				hypothetical protein
ONHDLDEL_05036	CDS	513	metG	6.1.1.10		Methionine--tRNA ligase
ONHDLDEL_05037	CDS	270				hypothetical protein
ONHDLDEL_05038	CDS	90				hypothetical protein
ONHDLDEL_05039	CDS	249	cpo	1.11.1.10		Non-heme chloroperoxidase
ONHDLDEL_05040	CDS	456				hypothetical protein
ONHDLDEL_05041	CDS	252				hypothetical protein
ONHDLDEL_05042	CDS	174				hypothetical protein
ONHDLDEL_05043	CDS	225				hypothetical protein
ONHDLDEL_05044	CDS	288				hypothetical protein
ONHDLDEL_05045	CDS	210				hypothetical protein
ONHDLDEL_05046	CDS	213				hypothetical protein
ONHDLDEL_05047	CDS	327	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
ONHDLDEL_05048	CDS	144				hypothetical protein
ONHDLDEL_05049	CDS	273				hypothetical protein
ONHDLDEL_05050	CDS	225				hypothetical protein
ONHDLDEL_05051	CDS	759	ksgA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
ONHDLDEL_05052	CDS	732	ispE	2.7.1.148		Putative 4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
ONHDLDEL_05053	CDS	204				hypothetical protein
ONHDLDEL_05054	CDS	783	ettA_3		COG0488	Energy-dependent translational throttle protein EttA
ONHDLDEL_05055	CDS	228				hypothetical protein
ONHDLDEL_05056	CDS	1335				hypothetical protein
ONHDLDEL_05057	CDS	330				hypothetical protein
ONHDLDEL_05058	CDS	639				hypothetical protein
ONHDLDEL_05059	tRNA	71				tRNA-Gln(ttg)
ONHDLDEL_05060	CDS	306				hypothetical protein
ONHDLDEL_05061	CDS	1062	glmU		COG1207	Bifunctional protein GlmU
ONHDLDEL_05062	CDS	894	prs_3	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
ONHDLDEL_05063	CDS	330				hypothetical protein
ONHDLDEL_05064	CDS	426				hypothetical protein
ONHDLDEL_05065	CDS	477	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
ONHDLDEL_05066	CDS	525	cysQ_4	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
ONHDLDEL_05067	CDS	255	cysQ_5	3.1.3.7	COG1218	3'-phosphoadenosine 5'-phosphate phosphatase
ONHDLDEL_05068	CDS	687	cysD	2.7.7.4		Sulfate adenylyltransferase subunit 2
ONHDLDEL_05069	CDS	210				hypothetical protein
ONHDLDEL_05070	CDS	1302	cysNC		COG0529	Bifunctional enzyme CysN/CysC
ONHDLDEL_05071	CDS	162	galK_1	2.7.1.6		Galactokinase
ONHDLDEL_05072	CDS	108				hypothetical protein
ONHDLDEL_05073	CDS	378	galK_2	2.7.1.6	COG0153	Galactokinase
ONHDLDEL_05074	CDS	261	galK_3	2.7.1.6		Galactokinase
ONHDLDEL_05075	CDS	1047	hldD	5.1.3.20		ADP-L-glycero-D-manno-heptose-6-epimerase
ONHDLDEL_05076	CDS	387				hypothetical protein
ONHDLDEL_05077	CDS	480				hypothetical protein
ONHDLDEL_05078	CDS	849	trpS_2	6.1.1.2	COG0180	Tryptophan--tRNA ligase
ONHDLDEL_05079	CDS	306				hypothetical protein
ONHDLDEL_05080	CDS	282				hypothetical protein
ONHDLDEL_05081	CDS	549				hypothetical protein
ONHDLDEL_05082	CDS	99				hypothetical protein
ONHDLDEL_05083	CDS	891				hypothetical protein
ONHDLDEL_05084	CDS	306				hypothetical protein
ONHDLDEL_05085	CDS	1179	treC	3.2.1.93	COG0366	Trehalose-6-phosphate hydrolase
ONHDLDEL_05086	CDS	1020	purR_2			HTH-type transcriptional repressor PurR
ONHDLDEL_05087	CDS	132				hypothetical protein
ONHDLDEL_05088	CDS	216				hypothetical protein
ONHDLDEL_05089	CDS	165				hypothetical protein
ONHDLDEL_05090	CDS	123				hypothetical protein
ONHDLDEL_05091	CDS	162				hypothetical protein
ONHDLDEL_05092	CDS	123				hypothetical protein
ONHDLDEL_05093	CDS	114				hypothetical protein
ONHDLDEL_05094	CDS	1644	malF		COG1175	Maltose/maltodextrin transport system permease protein MalF
ONHDLDEL_05095	CDS	825	malG		COG3833	Maltose/maltodextrin transport system permease protein MalG
ONHDLDEL_05096	CDS	99				hypothetical protein
ONHDLDEL_05097	CDS	186				hypothetical protein
ONHDLDEL_05098	CDS	297				hypothetical protein
ONHDLDEL_05099	CDS	123				hypothetical protein
ONHDLDEL_05100	CDS	135				hypothetical protein
ONHDLDEL_05101	CDS	330				hypothetical protein
ONHDLDEL_05102	CDS	576				hypothetical protein
ONHDLDEL_05103	CDS	588				hypothetical protein
ONHDLDEL_05104	CDS	564				hypothetical protein
ONHDLDEL_05105	CDS	213				hypothetical protein
ONHDLDEL_05106	CDS	783				hypothetical protein
ONHDLDEL_05107	CDS	342				hypothetical protein
ONHDLDEL_05108	CDS	957				hypothetical protein
ONHDLDEL_05109	CDS	219				hypothetical protein
ONHDLDEL_05110	CDS	1497	xylG_1	7.5.2.10	COG1129	Xylose import ATP-binding protein XylG
ONHDLDEL_05111	CDS	912				hypothetical protein
ONHDLDEL_05112	CDS	351				hypothetical protein
ONHDLDEL_05113	CDS	774				hypothetical protein
ONHDLDEL_05114	CDS	498				hypothetical protein
ONHDLDEL_05115	CDS	174				hypothetical protein
ONHDLDEL_05116	CDS	192				hypothetical protein
ONHDLDEL_05117	CDS	156				hypothetical protein
ONHDLDEL_05118	CDS	432				hypothetical protein
ONHDLDEL_05119	CDS	612	deoA	2.4.2.4	COG0213	Thymidine phosphorylase
ONHDLDEL_05120	CDS	174				hypothetical protein
ONHDLDEL_05121	CDS	114				hypothetical protein
ONHDLDEL_05122	CDS	117				hypothetical protein
ONHDLDEL_05123	CDS	417	rlmAII	2.1.1.188		23S rRNA (guanine(748)-N(1))-methyltransferase
ONHDLDEL_05124	CDS	246				hypothetical protein
ONHDLDEL_05125	CDS	426				hypothetical protein
ONHDLDEL_05126	CDS	207				hypothetical protein
ONHDLDEL_05127	CDS	324				hypothetical protein
ONHDLDEL_05128	CDS	447				hypothetical protein
ONHDLDEL_05129	CDS	264				hypothetical protein
ONHDLDEL_05130	CDS	276	add	3.5.4.4	COG1816	Adenosine deaminase
ONHDLDEL_05131	CDS	402				hypothetical protein
ONHDLDEL_05132	CDS	222				hypothetical protein
ONHDLDEL_05133	CDS	678				hypothetical protein
ONHDLDEL_05134	CDS	738				hypothetical protein
ONHDLDEL_05135	CDS	117				hypothetical protein
ONHDLDEL_05136	CDS	297				hypothetical protein
ONHDLDEL_05137	CDS	222				hypothetical protein
ONHDLDEL_05138	CDS	495				hypothetical protein
ONHDLDEL_05139	CDS	375				hypothetical protein
ONHDLDEL_05140	CDS	102				hypothetical protein
ONHDLDEL_05141	CDS	192				hypothetical protein
ONHDLDEL_05142	CDS	714				hypothetical protein
ONHDLDEL_05143	CDS	609				hypothetical protein
ONHDLDEL_05144	CDS	1707				hypothetical protein
ONHDLDEL_05145	CDS	1092				hypothetical protein
ONHDLDEL_05146	CDS	675				hypothetical protein
ONHDLDEL_05147	CDS	1374	btuD_17	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_05148	CDS	345				hypothetical protein
ONHDLDEL_05149	CDS	1008	cydD_1		COG4988	ATP-binding/permease protein CydD
ONHDLDEL_05150	CDS	699	cydD_2		COG4988	ATP-binding/permease protein CydD
ONHDLDEL_05151	CDS	147				hypothetical protein
ONHDLDEL_05152	CDS	510				hypothetical protein
ONHDLDEL_05153	CDS	279				hypothetical protein
ONHDLDEL_05154	CDS	558				hypothetical protein
ONHDLDEL_05155	CDS	678	cydA_1	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
ONHDLDEL_05156	CDS	285				hypothetical protein
ONHDLDEL_05157	CDS	267				hypothetical protein
ONHDLDEL_05158	CDS	180				hypothetical protein
ONHDLDEL_05159	CDS	288				hypothetical protein
ONHDLDEL_05160	CDS	528				hypothetical protein
ONHDLDEL_05161	CDS	258	tgnC	1.2.1.-	COG1012	(Z)-2-((N-methylformamido)methylene)-5-hydroxybutyrolactone dehydrogenase
ONHDLDEL_05162	CDS	393	betB_1	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
ONHDLDEL_05163	CDS	252	deoC_1	4.1.2.4		Deoxyribose-phosphate aldolase
ONHDLDEL_05164	CDS	603	deoC_2	4.1.2.4		Deoxyribose-phosphate aldolase
ONHDLDEL_05165	CDS	489	upp	2.4.2.9	COG0035	Uracil phosphoribosyltransferase
ONHDLDEL_05166	CDS	507				hypothetical protein
ONHDLDEL_05167	CDS	399				hypothetical protein
ONHDLDEL_05168	CDS	240		5.4.2.8	COG1109	putative phosphomannomutase
ONHDLDEL_05169	CDS	540		5.4.2.8	COG1109	putative phosphomannomutase
ONHDLDEL_05170	CDS	291				hypothetical protein
ONHDLDEL_05171	CDS	480				hypothetical protein
ONHDLDEL_05172	CDS	234				hypothetical protein
ONHDLDEL_05173	CDS	147				hypothetical protein
ONHDLDEL_05174	CDS	351	pknD_2	2.7.11.1		Serine/threonine-protein kinase PknD
ONHDLDEL_05175	CDS	303				hypothetical protein
ONHDLDEL_05176	CDS	198				hypothetical protein
ONHDLDEL_05177	CDS	768	bhbA	5.4.99.2		Methylmalonyl-CoA mutase
ONHDLDEL_05178	CDS	219				hypothetical protein
ONHDLDEL_05179	CDS	969	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
ONHDLDEL_05180	CDS	207				hypothetical protein
ONHDLDEL_05181	CDS	723				hypothetical protein
ONHDLDEL_05182	CDS	120				hypothetical protein
ONHDLDEL_05183	CDS	273				hypothetical protein
ONHDLDEL_05184	CDS	159				hypothetical protein
ONHDLDEL_05185	CDS	777				hypothetical protein
ONHDLDEL_05186	CDS	435				hypothetical protein
ONHDLDEL_05187	CDS	180				hypothetical protein
ONHDLDEL_05188	CDS	303				hypothetical protein
ONHDLDEL_05189	CDS	225				hypothetical protein
ONHDLDEL_05190	CDS	276				hypothetical protein
ONHDLDEL_05191	CDS	255	lpdA_1	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
ONHDLDEL_05192	CDS	447				hypothetical protein
ONHDLDEL_05193	CDS	156				hypothetical protein
ONHDLDEL_05194	CDS	267	lpdA_2	1.6.5.2	COG1249	NAD(P)H dehydrogenase (quinone)
ONHDLDEL_05195	CDS	759				hypothetical protein
ONHDLDEL_05196	CDS	306				hypothetical protein
ONHDLDEL_05197	CDS	237				hypothetical protein
ONHDLDEL_05198	CDS	648				hypothetical protein
ONHDLDEL_05199	CDS	603				hypothetical protein
ONHDLDEL_05200	CDS	3060	btuD_18	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
ONHDLDEL_05201	CDS	720			COG1132	putative ABC transporter ATP-binding protein
ONHDLDEL_05202	CDS	387				hypothetical protein
ONHDLDEL_05203	CDS	174				hypothetical protein
ONHDLDEL_05204	CDS	246				hypothetical protein
ONHDLDEL_05205	CDS	531	ribZ_1			Riboflavin transporter RibZ
ONHDLDEL_05206	CDS	534	stp			Multidrug resistance protein Stp
ONHDLDEL_05207	CDS	573				hypothetical protein
ONHDLDEL_05208	CDS	501				hypothetical protein
ONHDLDEL_05209	CDS	519				hypothetical protein
